subject_id,task,data.value
44122036,T22,[{'0': 1}]
44122036,T23,[{'0': 1}]
44122036,T25,[{'0': 1}]
44122036,T26,[{'13': 1}]
44122036,T27,[{'13': 1}]
44122036,T28,[{'13': 1}]
44122036,T29,[{'13': 1}]
44122037,T1,[{'13': 1}]
44122037,T2,[{'0': 1}]
44122037,T3,[{'0': 1}]
44122037,T4,[{'13': 1}]
44122037,T5,[{'0': 1}]
44122037,T7,[{'0': 1}]
44122037,T8,[{'0': 1}]
44122037,T9,[{'0': 1}]
44122037,T10,[{'0': 1}]
44122037,T11,[{'0': 1}]
44122037,T13,[{'6': 1}]
44122037,T14,[{'0': 1}]
44122037,T15,[{'0': 1}]
44122037,T16,[{'0': 1}]
44122037,T17,[{'6': 1}]
44122037,T19,[{'0': 1}]
44122037,T20,[{'0': 1}]
44122037,T21,[{'8': 1}]
44122037,T22,[{'11': 1}]
44122037,T23,[{'1': 1}]
44122037,T25,[{'0': 1}]
44122037,T26,[{'0': 1}]
44122037,T27,[{'0': 1}]
44122037,T28,[{'0': 1}]
44122037,T29,[{'13': 1}]
44122038,T1,[{'0': 1}]
44122038,T2,[{'0': 1}]
44122038,T3,[{'0': 1}]
44122038,T4,[{'11': 1}]
44122038,T5,[{'15': 1}]
44122038,T7,[{'13': 1}]
44122038,T8,[{'7': 1}]
44122038,T9,[{'0': 1}]
44122038,T10,[{'0': 1}]
44122038,T11,[{'6': 1}]
44122038,T13,[{'6': 1}]
44122038,T14,[{'0': 1}]
44122038,T15,[{'0': 1}]
44122038,T16,[{'7': 1}]
44122038,T17,[{'6': 1}]
44122038,T19,[{'0': 1}]
44122038,T20,[{'0': 1}]
44122038,T21,[{'0': 1}]
44122038,T22,[{'0': 1}]
44122038,T23,[{'0': 1}]
44122038,T25,[{'0': 1}]
44122038,T26,[{'6': 1}]
44122038,T27,[{'13': 1}]
44122038,T28,[{'0': 1}]
44122038,T29,[{'0': 1}]
44122039,T1,[{'0': 1}]
44122039,T2,[{'0': 1}]
44122039,T3,[{'0': 1}]
44122039,T4,[{'0': 1}]
44122039,T5,[{'0': 1}]
44122039,T7,[{'0': 1}]
44122039,T8,[{'13': 1}]
44122039,T9,[{'0': 1}]
44122039,T10,[{'0': 1}]
44122039,T11,[{'0': 1}]
44122039,T13,[{'0': 1}]
44122039,T14,[{'0': 1}]
44122039,T15,[{'13': 1}]
44122039,T16,[{'13': 1}]
44122039,T17,[{'0': 1}]
44122039,T19,[{'13': 1}]
44122039,T20,[{'0': 1}]
44122039,T21,[{'0': 1}]
44122039,T22,[{'1': 1}]
44122039,T23,[{'0': 1}]
44122039,T25,[{'6': 1}]
44122039,T26,[{'0': 1}]
44122039,T27,[{'0': 1}]
44122039,T28,[{'0': 1}]
44122039,T29,[{'0': 1}]
44290143,T2,[{'11': 3}]
44290143,T3,[{'0': 3}]
44290143,T4,[{'0': 3}]
44290143,T5,[{'13': 3}]
44290143,T7,[{'0': 3}]
44290143,T8,[{'0': 3}]
44290143,T9,[{'0': 3}]
44290143,T10,[{'11': 3}]
44290143,T11,[{'0': 3}]
44290143,T13,"[{'0': 1, '13': 2}]"
44290143,T14,[{'0': 3}]
44290143,T15,[{'13': 3}]
44290143,T16,[{'11': 3}]
44290143,T17,[{'0': 3}]
44290143,T19,[{'0': 3}]
44290143,T20,[{'15': 3}]
44290143,T21,[{'0': 3}]
44290143,T22,[{'0': 3}]
44290143,T23,[{'13': 3}]
44290143,T25,[{'0': 3}]
44290143,T26,[{'0': 3}]
44290143,T27,[{'0': 3}]
44290143,T28,[{'13': 3}]
44290143,T29,[{'13': 3}]
44290144,T1,[{'0': 3}]
44290144,T2,[{'0': 3}]
44290144,T3,[{'8': 3}]
44290144,T4,[{'0': 3}]
44290144,T5,[{'0': 3}]
44290144,T7,[{'6': 3}]
44290144,T8,[{'8': 3}]
44290144,T9,[{'0': 3}]
44290144,T10,[{'5': 3}]
44290144,T11,[{'13': 3}]
44290144,T13,[{'13': 3}]
44290144,T14,[{'0': 3}]
44290144,T15,[{'1': 3}]
44290144,T16,"[{'11': 1, '5': 2}]"
44290144,T17,[{'13': 3}]
44290144,T19,[{'0': 3}]
44290144,T20,[{'0': 3}]
44290144,T21,[{'0': 3}]
44290144,T22,[{'18': 3}]
44290144,T23,[{'13': 3}]
44290144,T25,[{'0': 3}]
44290144,T26,[{'0': 3}]
44290144,T27,[{'0': 3}]
44290144,T28,[{'0': 3}]
44290144,T29,[{'0': 3}]
44290145,T1,[{'1': 3}]
44290145,T2,[{'8': 3}]
44290145,T3,[{'0': 3}]
44290145,T4,[{'0': 3}]
44290145,T5,[{'0': 3}]
44290145,T7,[{'13': 3}]
44290145,T8,[{'0': 3}]
44290145,T9,[{'1': 3}]
44290145,T10,[{'0': 3}]
44290145,T11,"[{'19': 2, '12': 1}]"
44290145,T13,[{'13': 3}]
44290145,T14,[{'13': 3}]
44290145,T15,[{'0': 3}]
44290145,T16,[{'1': 3}]
44290145,T17,[{'13': 3}]
44290145,T19,[{'8': 3}]
44290145,T20,[{'0': 3}]
44290145,T21,[{'0': 3}]
44290145,T22,[{'0': 3}]
44290145,T23,[{'0': 3}]
44290145,T25,[{'13': 3}]
44290145,T26,[{'1': 3}]
44290145,T27,[{'13': 3}]
44290145,T28,[{'0': 3}]
44290145,T29,[{'0': 3}]
44290146,T1,[{'13': 2}]
44290146,T2,[{'0': 2}]
44290146,T3,[{'0': 2}]
44290146,T4,[{'0': 2}]
44290146,T5,[{'7': 2}]
44290146,T7,[{'0': 2}]
44290146,T8,[{'0': 2}]
44290146,T9,[{'13': 2}]
44290146,T10,[{'0': 2}]
44290146,T11,[{'0': 2}]
44290146,T13,[{'0': 2}]
44290146,T14,[{'0': 2}]
44290146,T15,[{'11': 2}]
44290146,T16,[{'0': 2}]
44290146,T17,[{'0': 2}]
44290146,T19,[{'0': 2}]
44290146,T20,[{'0': 2}]
44290146,T21,"[{'11': 1, '0': 1}]"
44290146,T22,[{'0': 2}]
44290146,T23,[{'0': 2}]
44290146,T25,[{'0': 2}]
44290146,T26,"[{'0': 1, '13': 1}]"
44290146,T27,[{'0': 2}]
44290146,T28,"[{'0': 1, '13': 1}]"
44290146,T29,[{'0': 2}]
44290147,T1,[{'0': 1}]
44290147,T2,[{'0': 1}]
44290147,T3,[{'0': 1}]
44290147,T4,[{'0': 1}]
44290147,T5,[{'13': 1}]
44290147,T7,[{'0': 1}]
44290147,T8,[{'13': 1}]
44290147,T9,[{'11': 1}]
44290147,T10,[{'0': 1}]
44290147,T11,[{'0': 1}]
44290147,T13,[{'0': 1}]
44290147,T14,[{'0': 1}]
44290147,T15,[{'0': 1}]
44290147,T16,[{'0': 1}]
44290147,T17,[{'0': 1}]
44290147,T19,[{'0': 1}]
44290147,T20,[{'0': 1}]
44290147,T21,[{'0': 1}]
44290147,T22,[{'0': 1}]
44290147,T23,[{'1': 1}]
44290147,T25,[{'13': 1}]
44290147,T26,[{'0': 1}]
44290147,T27,[{'0': 1}]
44290147,T28,[{'0': 1}]
44290147,T29,[{'0': 1}]
44290148,T1,[{'0': 1}]
44290148,T2,[{'0': 1}]
44290148,T3,[{'0': 1}]
44290148,T4,[{'15': 1}]
44290148,T5,[{'0': 1}]
44290148,T7,[{'12': 1}]
44290148,T8,[{'13': 1}]
44290148,T9,[{'0': 1}]
44290148,T10,[{'0': 1}]
44290148,T11,[{'13': 1}]
44290148,T13,[{'0': 1}]
44290148,T14,[{'0': 1}]
44290148,T15,[{'0': 1}]
44290148,T16,[{'6': 1}]
44290148,T17,[{'0': 1}]
44290148,T19,[{'0': 1}]
44290148,T20,[{'0': 1}]
44290148,T21,[{'0': 1}]
44290148,T22,[{'0': 1}]
44290148,T23,[{'0': 1}]
44290148,T25,[{'0': 1}]
44290148,T26,[{'13': 1}]
44290148,T27,[{'0': 1}]
44290148,T28,[{'0': 1}]
44290148,T29,[{'0': 1}]
44290149,T1,[{'13': 1}]
44290149,T2,[{'13': 1}]
44290149,T3,[{'15': 1}]
44290149,T4,[{'0': 1}]
44290149,T5,[{'13': 1}]
44290149,T7,[{'13': 1}]
44290149,T8,[{'1': 1}]
44290149,T9,[{'0': 1}]
44290149,T10,[{'13': 1}]
44290149,T11,[{'0': 1}]
44290149,T13,[{'0': 1}]
44290149,T14,[{'13': 1}]
44290149,T15,[{'0': 1}]
44290149,T16,[{'0': 1}]
44290149,T17,[{'0': 1}]
44290149,T19,[{'13': 1}]
44290149,T20,[{'0': 1}]
44290149,T21,[{'0': 1}]
44290149,T22,[{'0': 1}]
44290149,T23,[{'0': 1}]
44290149,T25,[{'0': 1}]
44290149,T26,[{'0': 1}]
44290149,T27,[{'0': 1}]
44290149,T28,[{'0': 1}]
44290149,T29,[{'1': 1}]
44290150,T1,[{'0': 1}]
44290150,T2,[{'13': 1}]
44290150,T3,[{'7': 1}]
44290150,T4,[{'13': 1}]
44290150,T5,[{'13': 1}]
44290150,T7,[{'7': 1}]
44290150,T8,[{'0': 1}]
44290150,T9,[{'1': 1}]
44290150,T10,[{'0': 1}]
44290150,T11,[{'1': 1}]
44290150,T13,[{'14': 1}]
44290150,T14,[{'15': 1}]
44290150,T15,[{'0': 1}]
44290150,T16,[{'13': 1}]
44290150,T17,[{'11': 1}]
44290150,T19,[{'0': 1}]
44290150,T20,[{'0': 1}]
44290150,T21,[{'3': 1}]
44290150,T22,[{'13': 1}]
44290150,T23,[{'5': 1}]
44290150,T25,[{'0': 1}]
44290150,T26,[{'18': 1}]
44290150,T27,[{'0': 1}]
44290150,T28,[{'11': 1}]
44290150,T29,[{'0': 1}]
44293717,T1,[{'0': 2}]
44293717,T2,[{'1': 2}]
44293717,T3,[{'0': 2}]
44293717,T4,[{'6': 2}]
44293717,T5,[{'0': 2}]
44293717,T7,[{'0': 2}]
44293717,T8,[{'0': 2}]
44293717,T9,[{'13': 2}]
44293717,T10,[{'0': 2}]
44293717,T11,[{'13': 2}]
44293717,T13,[{'0': 2}]
44293717,T14,[{'0': 2}]
44293717,T15,[{'0': 2}]
44293717,T16,[{'0': 2}]
44293717,T17,[{'0': 2}]
44293717,T19,[{'1': 2}]
44293717,T20,[{'13': 2}]
44293717,T21,[{'0': 2}]
44293717,T22,[{'0': 2}]
44293717,T23,[{'0': 2}]
44293717,T25,[{'0': 2}]
44293717,T26,[{'0': 2}]
44293717,T27,[{'0': 2}]
44293717,T28,[{'0': 2}]
44293717,T29,[{'3': 2}]
44293718,T1,[{'1': 1}]
44293718,T2,[{'0': 1}]
44293718,T3,[{'0': 1}]
44293718,T4,[{'13': 1}]
44293718,T5,[{'0': 1}]
44293718,T7,[{'0': 1}]
44293718,T8,[{'7': 1}]
44293718,T9,[{'0': 1}]
44293718,T10,[{'1': 1}]
44293718,T11,[{'0': 1}]
44293718,T13,[{'1': 1}]
44293718,T14,[{'13': 1}]
44293718,T15,[{'13': 1}]
44293718,T16,[{'0': 1}]
44293718,T17,[{'0': 1}]
44293718,T19,[{'0': 1}]
44293718,T20,[{'0': 1}]
44293718,T21,[{'13': 1}]
44293718,T22,[{'0': 1}]
44293718,T23,[{'0': 1}]
44293718,T25,[{'0': 1}]
44293718,T26,[{'6': 1}]
44293718,T27,[{'0': 1}]
44293718,T28,[{'11': 1}]
44293718,T29,[{'0': 1}]
44293719,T1,[{'0': 1}]
44293719,T2,[{'0': 1}]
44293719,T3,[{'0': 1}]
44293719,T4,[{'0': 1}]
44293719,T5,[{'0': 1}]
44293719,T7,[{'0': 1}]
44293719,T8,[{'0': 1}]
44293719,T9,[{'8': 1}]
44293719,T10,[{'9': 1}]
44293719,T11,[{'1': 1}]
44293719,T13,[{'0': 1}]
44293719,T14,[{'7': 1}]
44293719,T15,[{'0': 1}]
44293719,T16,[{'0': 1}]
44293719,T17,[{'8': 1}]
44293719,T19,[{'0': 1}]
44293719,T20,[{'0': 1}]
44293719,T21,[{'8': 1}]
44293719,T22,[{'13': 1}]
44293719,T23,[{'1': 1}]
44293719,T25,[{'0': 1}]
44293719,T26,[{'0': 1}]
44293719,T27,[{'0': 1}]
44293719,T28,[{'13': 1}]
44293719,T29,[{'5': 1}]
44377680,T1,[{'5': 1}]
44377680,T2,[{'0': 1}]
44377680,T3,[{'13': 1}]
44377680,T4,[{'13': 1}]
44377680,T5,[{'0': 1}]
44377680,T7,[{'1': 1}]
44377680,T8,[{'8': 1}]
44377680,T9,[{'0': 1}]
44377680,T10,[{'0': 1}]
44377680,T11,[{'0': 1}]
44377680,T13,[{'0': 1}]
44377680,T14,[{'0': 1}]
44377680,T15,[{'0': 1}]
44377680,T16,[{'13': 1}]
44377680,T17,[{'1': 1}]
44377680,T19,[{'1': 1}]
44377680,T20,[{'7': 1}]
44377680,T21,[{'0': 1}]
44377680,T22,[{'13': 1}]
44377680,T23,[{'0': 1}]
44377680,T25,[{'0': 1}]
44377680,T26,[{'17': 1}]
44377680,T27,[{'0': 1}]
44377680,T28,[{'0': 1}]
44377680,T29,[{'1': 1}]
44399959,T1,[{'0': 1}]
44399959,T2,[{'0': 1}]
44399959,T3,[{'0': 1}]
44399959,T4,[{'0': 1}]
44399959,T5,[{'0': 1}]
44399959,T7,[{'13': 1}]
44399959,T8,[{'13': 1}]
44399959,T9,[{'8': 1}]
44399959,T10,[{'18': 1}]
44399959,T11,[{'0': 1}]
44399959,T13,[{'15': 1}]
44399959,T14,[{'0': 1}]
44399959,T15,[{'1': 1}]
44399959,T16,[{'0': 1}]
44399959,T17,[{'1': 1}]
44399959,T19,[{'0': 1}]
44399959,T20,[{'0': 1}]
44399959,T21,[{'18': 1}]
44399959,T22,[{'18': 1}]
44399959,T23,[{'7': 1}]
44399959,T25,[{'0': 1}]
44399959,T26,[{'0': 1}]
44399959,T27,[{'0': 1}]
44399959,T28,[{'8': 1}]
44399959,T29,[{'1': 1}]
44399960,T1,[{'8': 1}]
44399960,T2,[{'1': 1}]
44399960,T3,[{'0': 1}]
44399960,T4,[{'0': 1}]
44399960,T5,[{'0': 1}]
44399960,T7,[{'0': 1}]
44399960,T8,[{'1': 1}]
44399960,T9,[{'0': 1}]
44399960,T10,[{'5': 1}]
44399960,T11,[{'1': 1}]
44399960,T13,[{'13': 1}]
44399960,T14,[{'0': 1}]
44399960,T15,[{'0': 1}]
44399960,T16,[{'13': 1}]
44399960,T17,[{'0': 1}]
44399960,T19,[{'0': 1}]
44399960,T20,[{'1': 1}]
44399960,T21,[{'0': 1}]
44399960,T22,[{'0': 1}]
44399960,T23,[{'0': 1}]
44399960,T25,[{'16': 1}]
44399960,T26,[{'1': 1}]
44399960,T27,[{'1': 1}]
44399960,T28,[{'1': 1}]
44399960,T29,[{'13': 1}]
44399961,T1,[{'0': 1}]
44399961,T2,[{'0': 1}]
44399961,T3,[{'13': 1}]
44399961,T4,[{'7': 1}]
44399961,T5,[{'0': 1}]
44399961,T7,[{'11': 1}]
44399961,T8,[{'13': 1}]
44399961,T9,[{'1': 1}]
44399961,T10,[{'1': 1}]
44399961,T11,[{'11': 1}]
44399961,T13,[{'1': 1}]
44399961,T14,[{'0': 1}]
44399961,T15,[{'0': 1}]
44399961,T16,[{'0': 1}]
44399961,T17,[{'0': 1}]
44399961,T19,[{'18': 1}]
44399961,T20,[{'13': 1}]
44399961,T21,[{'11': 1}]
44399961,T22,[{'0': 1}]
44399961,T23,[{'7': 1}]
44399961,T25,[{'16': 1}]
44399961,T26,[{'0': 1}]
44399961,T27,[{'0': 1}]
44399961,T28,[{'0': 1}]
44399961,T29,[{'13': 1}]
44399962,T1,[{'1': 1}]
44399962,T2,[{'6': 1}]
44399962,T3,[{'0': 1}]
44399962,T4,[{'0': 1}]
44399962,T5,[{'1': 1}]
44399962,T7,[{'11': 1}]
44399962,T8,[{'0': 1}]
44399962,T9,[{'8': 1}]
44399962,T10,[{'0': 1}]
44399962,T11,[{'1': 1}]
44399962,T13,[{'8': 1}]
44399962,T14,[{'0': 1}]
44399962,T15,[{'0': 1}]
44399962,T16,[{'0': 1}]
44399962,T17,[{'1': 1}]
44399962,T19,[{'0': 1}]
44399962,T20,[{'6': 1}]
44399962,T21,[{'1': 1}]
44399962,T22,[{'0': 1}]
44399962,T23,[{'0': 1}]
44399962,T25,[{'8': 1}]
44399962,T26,[{'0': 1}]
44399962,T27,[{'1': 1}]
44399962,T28,[{'11': 1}]
44399962,T29,[{'13': 1}]
44441923,T1,[{'0': 1}]
44441923,T2,[{'0': 1}]
44441923,T3,[{'0': 1}]
44441923,T4,[{'13': 1}]
44441923,T5,[{'0': 1}]
44441923,T7,[{'0': 1}]
44441923,T8,[{'13': 1}]
44441923,T9,[{'13': 1}]
44441923,T10,[{'13': 1}]
44441923,T11,[{'13': 1}]
44441923,T13,[{'13': 1}]
44441923,T14,[{'13': 1}]
44441923,T15,[{'13': 1}]
44441923,T16,[{'13': 1}]
44441923,T17,[{'13': 1}]
44441923,T19,[{'13': 1}]
44441923,T20,[{'13': 1}]
44441923,T21,[{'0': 1}]
44441923,T22,[{'13': 1}]
44441923,T23,[{'0': 1}]
44441923,T25,[{'13': 1}]
44441923,T26,[{'0': 1}]
44441923,T27,[{'0': 1}]
44441923,T28,[{'13': 1}]
44441923,T29,[{'0': 1}]
44442220,T1,[{'1': 1}]
44442220,T2,[{'11': 1}]
44442220,T3,[{'0': 1}]
44442220,T4,[{'0': 1}]
44442220,T5,[{'12': 1}]
44442220,T7,[{'0': 1}]
44442220,T8,[{'11': 1}]
44442220,T9,[{'0': 1}]
44442220,T10,[{'16': 1}]
44442220,T11,[{'0': 1}]
44442220,T13,[{'0': 1}]
44442220,T14,[{'6': 1}]
44442220,T15,[{'8': 1}]
44442220,T16,[{'6': 1}]
44442220,T17,[{'0': 1}]
44442220,T19,[{'13': 1}]
44442220,T20,[{'0': 1}]
44442220,T21,[{'0': 1}]
44442220,T22,[{'0': 1}]
44442220,T23,[{'1': 1}]
44442220,T25,[{'0': 1}]
44442220,T26,[{'6': 1}]
44442220,T27,[{'9': 1}]
44442220,T28,[{'0': 1}]
44442220,T29,[{'8': 1}]
44442221,T1,[{'0': 1}]
44442221,T2,[{'0': 1}]
44442221,T3,[{'9': 1}]
44442221,T4,[{'15': 1}]
44442221,T5,[{'0': 1}]
44442221,T7,[{'1': 1}]
44442221,T8,[{'0': 1}]
44442221,T9,[{'0': 1}]
44442221,T10,[{'6': 1}]
44442221,T11,[{'13': 1}]
44442221,T13,[{'0': 1}]
44442221,T14,[{'0': 1}]
44442221,T15,[{'13': 1}]
44442221,T16,[{'1': 1}]
44442221,T17,[{'8': 1}]
44442221,T19,[{'15': 1}]
44442221,T20,[{'0': 1}]
44442221,T21,[{'0': 1}]
44442221,T22,[{'11': 1}]
44442221,T23,[{'0': 1}]
44442221,T25,[{'7': 1}]
44442221,T26,[{'11': 1}]
44442221,T27,[{'11': 1}]
44442221,T28,[{'7': 1}]
44442221,T29,[{'0': 1}]
44442223,T1,[{'13': 1}]
44442223,T2,[{'13': 1}]
44442223,T3,[{'0': 1}]
44442223,T4,[{'0': 1}]
44442223,T5,[{'18': 1}]
44442223,T7,[{'11': 1}]
44442223,T8,[{'0': 1}]
44442223,T9,[{'13': 1}]
44442223,T10,[{'0': 1}]
44442223,T11,[{'13': 1}]
44442223,T13,[{'0': 1}]
44442223,T14,[{'1': 1}]
44442223,T15,[{'11': 1}]
44442223,T16,[{'0': 1}]
44442223,T17,[{'0': 1}]
44442223,T19,[{'0': 1}]
44442223,T20,[{'1': 1}]
44442223,T21,[{'13': 1}]
44442223,T22,[{'0': 1}]
44442223,T23,[{'0': 1}]
44442223,T25,[{'0': 1}]
44442223,T26,[{'0': 1}]
44442223,T27,[{'0': 1}]
44442223,T28,[{'0': 1}]
44442223,T29,[{'1': 1}]
44442225,T1,[{'13': 1}]
44442225,T2,[{'0': 1}]
44442225,T3,[{'1': 1}]
44442225,T4,[{'14': 1}]
44442225,T5,[{'0': 1}]
44442225,T7,[{'0': 1}]
44442225,T8,[{'0': 1}]
44442225,T9,[{'0': 1}]
44442225,T10,[{'1': 1}]
44442225,T11,[{'0': 1}]
44442225,T13,[{'1': 1}]
44442225,T14,[{'18': 1}]
44442225,T15,[{'0': 1}]
44442225,T16,[{'0': 1}]
44442225,T17,[{'0': 1}]
44442225,T19,[{'0': 1}]
44442225,T20,[{'0': 1}]
44442225,T21,[{'16': 1}]
44442225,T22,[{'12': 1}]
44442225,T23,[{'15': 1}]
44442225,T25,[{'0': 1}]
44442225,T26,[{'0': 1}]
44442225,T27,[{'0': 1}]
44442225,T28,[{'8': 1}]
44442225,T29,[{'9': 1}]
44442226,T1,[{'0': 1}]
44442226,T2,[{'1': 1}]
44442226,T3,[{'18': 1}]
44442226,T4,[{'11': 1}]
44442226,T5,[{'0': 1}]
44442226,T7,[{'8': 1}]
44442226,T8,[{'0': 1}]
44442226,T9,[{'13': 1}]
44442226,T10,[{'9': 1}]
44442226,T11,[{'0': 1}]
44442226,T13,[{'13': 1}]
44442226,T14,[{'0': 1}]
44442226,T15,[{'0': 1}]
44442226,T16,[{'6': 1}]
44442226,T17,[{'13': 1}]
44442226,T19,[{'0': 1}]
44442226,T20,[{'8': 1}]
44442226,T21,[{'6': 1}]
44442226,T22,[{'13': 1}]
44442226,T23,[{'13': 1}]
44442226,T25,[{'0': 1}]
44442226,T26,[{'0': 1}]
44442226,T27,[{'0': 1}]
44442226,T28,[{'0': 1}]
44442226,T29,[{'16': 1}]
44442227,T1,[{'13': 1}]
44442227,T2,[{'13': 1}]
44442227,T3,[{'13': 1}]
44442227,T4,[{'0': 1}]
44442227,T5,[{'13': 1}]
44442227,T7,[{'13': 1}]
44442227,T8,[{'8': 1}]
44442227,T9,[{'0': 1}]
44442227,T10,[{'0': 1}]
44442227,T11,[{'6': 1}]
44442227,T13,[{'17': 1}]
44442227,T14,[{'0': 1}]
44442227,T15,[{'12': 1}]
44442227,T16,[{'0': 1}]
44442227,T17,[{'13': 1}]
44442227,T19,[{'6': 1}]
44442227,T20,[{'13': 1}]
44442227,T21,[{'6': 1}]
44442227,T22,[{'0': 1}]
44442227,T23,[{'0': 1}]
44442227,T25,[{'13': 1}]
44442227,T26,[{'0': 1}]
44442227,T27,[{'13': 1}]
44442227,T28,[{'0': 1}]
44442227,T29,[{'0': 1}]
44442228,T1,[{'8': 1}]
44442228,T2,[{'0': 1}]
44442228,T3,[{'9': 1}]
44442228,T4,[{'0': 1}]
44442228,T5,[{'0': 1}]
44442228,T7,[{'13': 1}]
44442228,T8,[{'0': 1}]
44442228,T9,[{'13': 1}]
44442228,T10,[{'8': 1}]
44442228,T11,[{'0': 1}]
44442228,T13,[{'0': 1}]
44442228,T14,[{'13': 1}]
44442228,T15,[{'6': 1}]
44442228,T16,[{'0': 1}]
44442228,T17,[{'0': 1}]
44442228,T19,[{'0': 1}]
44442228,T20,[{'0': 1}]
44442228,T21,[{'11': 1}]
44442228,T22,[{'13': 1}]
44442228,T23,[{'7': 1}]
44442228,T25,[{'8': 1}]
44442228,T26,[{'0': 1}]
44442228,T27,[{'0': 1}]
44442228,T28,[{'0': 1}]
44442228,T29,[{'8': 1}]
44442547,T1,[{'0': 1}]
44442547,T2,[{'None': 1}]
44442547,T3,[{'None': 1}]
44442547,T4,[{'None': 1}]
44442547,T5,[{'None': 1}]
44442547,T7,[{'None': 1}]
44442547,T8,[{'None': 1}]
44442547,T9,[{'None': 1}]
44442547,T10,[{'None': 1}]
44442547,T11,[{'None': 1}]
44442547,T13,[{'None': 1}]
44442547,T14,[{'None': 1}]
44442547,T15,[{'None': 1}]
44442547,T16,[{'None': 1}]
44442547,T17,[{'None': 1}]
44442547,T19,[{'None': 1}]
44442547,T20,[{'None': 1}]
44442547,T21,[{'None': 1}]
44442547,T22,[{'None': 1}]
44442547,T23,[{'None': 1}]
44442547,T25,[{'None': 1}]
44442547,T26,[{'None': 1}]
44442547,T27,[{'None': 1}]
44442547,T28,[{'None': 1}]
44442547,T29,[{'None': 1}]
44662739,T1,[{'0': 1}]
44662739,T2,[{'0': 1}]
44662739,T3,[{'9': 1}]
44662739,T4,[{'13': 1}]
44662739,T5,[{'13': 1}]
44662739,T7,[{'0': 1}]
44662739,T8,[{'0': 1}]
44662739,T9,[{'8': 1}]
44662739,T10,[{'0': 1}]
44662739,T11,[{'0': 1}]
44662739,T13,[{'1': 1}]
44662739,T14,[{'0': 1}]
44662739,T15,[{'0': 1}]
44662739,T16,[{'14': 1}]
44662739,T17,[{'13': 1}]
44662739,T19,[{'18': 1}]
44662739,T20,[{'0': 1}]
44662739,T21,[{'1': 1}]
44662739,T22,[{'0': 1}]
44662739,T23,[{'11': 1}]
44662739,T25,[{'0': 1}]
44662739,T26,[{'7': 1}]
44662739,T27,[{'0': 1}]
44662739,T28,[{'13': 1}]
44662739,T29,[{'0': 1}]
44662740,T1,[{'0': 1}]
44662740,T2,[{'13': 1}]
44662740,T3,[{'0': 1}]
44662740,T4,[{'1': 1}]
44662740,T5,[{'0': 1}]
44662740,T7,[{'7': 1}]
44662740,T8,[{'0': 1}]
44662740,T9,[{'8': 1}]
44662740,T10,[{'0': 1}]
44662740,T11,[{'0': 1}]
44662740,T13,[{'13': 1}]
44662740,T14,[{'13': 1}]
44662740,T15,[{'1': 1}]
44662740,T16,[{'0': 1}]
44662740,T17,[{'7': 1}]
44662740,T19,[{'9': 1}]
44662740,T20,[{'7': 1}]
44662740,T21,[{'1': 1}]
44662740,T22,[{'0': 1}]
44662740,T23,[{'15': 1}]
44662740,T25,[{'13': 1}]
44662740,T26,[{'0': 1}]
44662740,T27,[{'0': 1}]
44662740,T28,[{'0': 1}]
44662740,T29,[{'13': 1}]
44662741,T1,[{'0': 1}]
44662741,T2,[{'0': 1}]
44662741,T3,[{'0': 1}]
44662741,T4,[{'6': 1}]
44662741,T5,[{'0': 1}]
44662741,T7,[{'0': 1}]
44662741,T8,[{'1': 1}]
44662741,T9,[{'1': 1}]
44662741,T10,[{'0': 1}]
44662741,T11,[{'1': 1}]
44662741,T13,[{'0': 1}]
44662741,T14,[{'0': 1}]
44662741,T15,[{'7': 1}]
44662741,T16,[{'0': 1}]
44662741,T17,[{'7': 1}]
44662741,T19,[{'0': 1}]
44662741,T20,[{'0': 1}]
44662741,T21,[{'0': 1}]
44662741,T22,[{'1': 1}]
44662741,T23,[{'0': 1}]
44662741,T25,[{'1': 1}]
44662741,T26,[{'1': 1}]
44662741,T27,[{'0': 1}]
44662741,T28,[{'0': 1}]
44662741,T29,[{'0': 1}]
44662742,T1,[{'0': 1}]
44662742,T2,[{'0': 1}]
44662742,T3,[{'13': 1}]
44662742,T4,[{'0': 1}]
44662742,T5,[{'0': 1}]
44662742,T7,[{'0': 1}]
44662742,T8,[{'13': 1}]
44662742,T9,[{'0': 1}]
44662742,T10,[{'9': 1}]
44662742,T11,[{'13': 1}]
44662742,T13,[{'0': 1}]
44662742,T14,[{'0': 1}]
44662742,T15,[{'0': 1}]
44662742,T16,[{'13': 1}]
44662742,T17,[{'13': 1}]
44662742,T19,[{'0': 1}]
44662742,T20,[{'0': 1}]
44662742,T21,[{'13': 1}]
44662742,T22,[{'0': 1}]
44662742,T23,[{'12': 1}]
44662742,T25,[{'0': 1}]
44662742,T26,[{'0': 1}]
44662742,T27,[{'0': 1}]
44662742,T28,[{'7': 1}]
44662742,T29,[{'1': 1}]
44662743,T1,[{'13': 1}]
44662743,T2,[{'15': 1}]
44662743,T3,[{'0': 1}]
44662743,T4,[{'0': 1}]
44662743,T5,[{'7': 1}]
44662743,T7,[{'11': 1}]
44662743,T8,[{'1': 1}]
44662743,T9,[{'0': 1}]
44662743,T10,[{'13': 1}]
44662743,T11,[{'0': 1}]
44662743,T13,[{'13': 1}]
44662743,T14,[{'0': 1}]
44662743,T15,[{'0': 1}]
44662743,T16,[{'0': 1}]
